user_id,gender,occupation,zip_code,age,total_rated,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,CKE,KGAT,KGCN,KGIN,NCFKG,files_present_in
681,0,14,425,23,399,124,53,10,21,136,37,4,137,5,6,20,16,14,61,42,89,29,10,1,1,1,1,1,5
682,0,10,220,42,75,16,7,1,5,12,15,0,42,2,2,4,3,10,12,6,26,8,0,1,1,0,1,1,4
685,0,3,224,32,71,17,7,4,4,14,11,2,36,0,3,3,6,5,10,9,15,14,2,1,1,1,1,1,5
690,0,3,461,34,32,5,4,1,5,10,2,0,15,0,0,2,0,2,7,2,6,4,0,1,1,1,1,1,5
691,0,4,154,34,40,5,1,1,1,29,4,0,12,1,0,1,0,1,8,3,3,2,0,1,1,1,1,1,5
692,1,7,615,43,154,48,21,2,5,16,14,2,81,2,5,5,8,9,19,20,46,19,2,0,1,1,1,0,3
693,0,14,56,60,157,34,24,2,8,36,8,2,68,3,6,6,13,8,32,23,26,25,8,0,1,1,0,1,3
697,1,14,67,28,127,32,18,5,10,40,7,0,46,1,5,2,9,13,38,19,27,17,2,1,0,0,0,1,2
698,0,13,733,44,149,34,23,7,20,36,13,0,56,4,0,5,6,14,28,17,44,9,0,1,1,0,0,1,3
702,0,3,373,26,47,14,7,3,4,17,4,0,18,0,0,2,2,2,8,8,12,5,0,1,1,1,1,1,5
709,0,18,658,19,86,22,9,7,9,11,15,0,40,0,5,4,8,9,15,11,21,9,1,0,1,1,1,1,4
711,1,18,410,22,162,27,32,15,43,77,1,0,53,6,0,1,15,1,45,16,7,8,8,0,1,1,1,1,4
715,1,0,340,36,269,54,40,13,26,86,13,1,101,4,7,9,25,15,58,25,38,33,8,1,1,0,1,1,4
719,1,0,141,49,30,1,1,0,1,10,2,0,19,0,1,0,1,3,9,1,5,2,0,1,0,1,1,1,4
720,1,5,107,24,168,40,22,2,11,46,12,1,85,2,2,5,4,13,37,21,31,18,3,0,0,1,0,0,1
721,1,8,148,50,42,11,5,0,1,12,5,0,13,0,1,2,0,7,6,2,16,3,0,0,1,1,1,1,4
723,0,6,312,31,85,17,8,2,5,20,9,0,34,1,2,6,4,8,17,5,25,7,0,1,1,1,1,1,5
732,1,13,479,44,107,14,6,2,3,19,11,2,71,1,1,1,0,7,22,5,18,7,1,0,1,1,0,0,2
735,1,20,705,48,24,9,5,1,1,5,4,0,10,0,0,0,2,2,9,3,4,4,0,1,1,1,0,1,4
738,0,19,530,35,35,11,7,1,3,5,5,0,15,0,0,1,1,3,12,5,13,8,2,1,1,0,1,1,4
739,1,3,204,25,20,5,1,0,0,6,2,0,6,0,1,1,2,3,6,2,8,3,0,0,1,1,1,1,4
740,0,20,497,25,104,31,15,1,4,40,8,1,39,1,1,4,4,3,33,12,27,11,1,1,1,1,1,1,5
744,0,20,420,42,60,15,9,2,3,11,6,0,35,0,1,1,0,3,13,9,10,10,4,0,0,0,0,1,1
745,0,4,157,25,67,49,25,1,4,14,5,0,15,1,1,3,2,2,10,21,21,7,1,0,1,1,0,1,3
747,0,0,710,28,108,31,16,7,5,30,4,3,47,0,3,4,8,5,25,20,19,20,1,0,0,1,1,0,2
750,1,13,632,24,168,44,24,10,15,68,10,0,55,3,3,3,15,11,41,22,39,7,0,1,1,0,1,1,4
752,0,16,649,56,57,17,6,1,2,11,5,0,29,0,5,2,1,3,11,8,14,11,2,0,1,0,0,0,1
755,1,12,637,30,109,37,24,12,26,29,5,0,29,3,2,4,14,3,21,23,30,7,2,0,1,0,0,0,1
757,0,18,402,27,357,96,46,6,13,113,29,4,123,5,8,23,19,24,58,50,84,21,5,1,1,0,1,1,4
762,0,17,20,27,129,24,11,6,8,36,9,1,70,0,0,2,8,6,29,12,21,13,3,1,1,1,0,1,4
765,0,13,101,42,175,37,25,5,14,55,10,0,68,3,3,16,21,7,33,21,19,18,4,1,1,0,1,1,4
766,0,4,0,70,37,10,4,2,3,11,3,0,18,1,1,1,2,2,9,5,10,5,1,1,1,1,1,1,5
767,0,0,120,29,64,15,10,1,2,24,6,0,28,0,0,3,0,2,17,6,14,6,0,0,1,1,1,0,3
768,0,6,68,39,29,10,4,2,2,14,2,0,5,1,0,0,1,1,6,6,6,2,0,1,1,1,0,0,3
771,0,20,225,50,33,12,3,0,2,5,5,0,14,0,1,2,0,6,5,3,18,4,0,0,0,0,0,1,1
775,0,10,385,30,105,21,13,5,7,19,6,0,30,0,5,31,7,6,16,18,21,9,3,1,1,0,1,1,4
776,0,14,11,63,36,4,1,1,1,14,4,0,23,0,0,1,1,1,4,2,7,7,0,1,0,1,1,1,4
781,1,1,280,21,232,46,23,3,17,70,24,2,92,3,3,10,6,15,41,16,53,12,0,1,0,0,1,1,3
783,0,0,646,47,39,9,4,0,1,3,9,0,22,0,2,1,0,8,6,4,15,4,0,1,1,1,0,0,3
785,1,4,10,36,117,34,20,10,14,31,5,0,49,1,2,4,12,4,31,18,14,16,3,1,0,0,0,0,1
787,0,0,51,51,249,83,43,3,12,45,24,1,105,3,4,14,10,11,32,35,69,33,15,1,1,0,0,1,3
795,1,20,286,32,358,104,54,9,31,110,21,1,129,4,5,20,18,24,87,44,83,23,5,1,1,1,1,1,5
797,1,20,506,40,239,53,56,12,51,110,10,0,59,8,0,6,20,13,58,25,28,11,3,1,0,1,1,1,4
798,1,0,166,49,24,5,4,0,1,4,2,0,13,0,2,1,2,5,7,2,5,3,0,0,0,1,0,0,1
800,0,20,667,22,26,11,4,0,1,5,4,0,6,0,2,6,0,5,4,4,13,3,0,1,1,1,0,1,4
801,0,0,291,35,75,19,7,0,3,8,6,0,17,0,4,34,0,7,5,15,25,5,1,1,1,1,1,1,5
802,0,0,567,70,33,6,2,1,5,10,2,0,13,0,0,1,2,3,6,3,10,4,0,0,1,1,0,1,3
803,0,3,490,39,332,101,63,15,33,105,23,2,96,11,4,31,18,14,47,56,72,31,8,0,0,1,1,1,3
814,0,13,239,32,183,45,31,18,28,46,4,0,70,4,2,13,21,10,30,34,28,22,3,1,1,1,1,1,5
815,0,13,181,34,25,10,3,0,2,5,2,0,7,0,0,2,0,4,2,6,13,4,0,1,1,1,1,1,5
816,0,18,465,19,36,21,8,1,1,3,5,0,13,0,0,2,1,5,3,6,16,2,1,0,0,1,0,0,1
817,0,10,230,28,21,8,2,0,0,3,3,0,11,0,1,1,0,4,5,2,9,4,0,1,1,1,0,1,4
824,0,4,49,44,145,48,23,0,5,38,14,0,50,4,1,6,1,5,23,20,49,11,1,1,1,1,1,1,5
830,0,13,288,21,73,24,11,1,2,16,8,0,34,0,0,3,0,7,16,12,29,9,0,0,1,1,1,1,4
833,0,13,507,26,54,15,6,0,1,11,7,0,32,0,0,3,0,4,14,6,12,7,0,1,1,1,1,1,5
834,1,6,108,44,102,17,9,2,7,17,6,0,61,1,4,7,9,6,18,10,16,9,1,1,1,1,0,1,4
835,0,1,92,44,50,4,2,0,1,11,6,1,26,0,5,2,2,9,7,4,10,5,0,1,1,1,0,1,4
836,1,1,436,36,46,5,4,1,3,17,1,0,23,1,0,0,2,1,18,4,2,2,0,1,1,1,0,0,3
839,0,1,434,39,197,32,24,7,12,54,13,5,85,1,10,9,13,15,38,22,34,24,4,1,1,1,1,1,5
840,0,2,356,45,31,10,3,0,1,3,3,1,13,1,1,3,0,4,6,5,17,3,0,1,0,1,1,0,3
845,0,9,355,27,405,88,56,12,35,132,28,1,161,7,11,25,22,15,78,43,59,36,16,1,1,0,1,1,4
847,0,4,27,46,150,29,28,6,15,50,5,3,58,4,5,5,14,11,33,19,20,22,3,0,0,1,0,0,1
850,0,13,250,18,209,66,28,6,14,55,27,1,69,4,3,11,6,10,27,22,68,17,2,1,1,1,0,1,4
853,1,18,435,29,217,42,24,1,6,56,19,3,105,3,5,7,4,19,42,27,52,18,3,1,1,1,0,0,3
857,0,3,87,63,21,6,2,0,0,1,7,0,12,0,0,1,1,4,2,1,8,4,0,0,1,1,1,1,4
859,1,15,365,70,71,7,2,0,1,36,7,0,38,0,1,1,2,6,20,2,11,4,0,1,1,0,0,1,3
862,0,18,461,17,107,16,5,1,3,23,13,2,46,0,4,7,5,13,21,7,34,5,0,0,1,1,0,1,3
867,0,14,426,21,208,65,41,16,24,73,13,0,59,3,1,15,14,5,35,40,37,19,10,0,0,1,0,0,1
869,0,18,508,22,269,43,17,4,5,88,25,3,124,1,9,10,6,19,57,18,72,27,8,1,0,1,0,0,2
870,0,6,342,31,115,38,14,1,2,27,11,3,53,0,1,4,3,5,32,12,24,17,5,1,1,1,0,1,4
874,1,18,293,24,89,18,7,4,5,22,10,1,50,1,3,3,4,8,19,14,24,12,0,1,1,1,0,0,3
877,1,3,754,50,134,14,14,5,12,45,5,1,76,1,1,1,9,3,51,11,6,14,3,1,0,1,0,0,2
879,0,18,599,13,368,117,51,10,27,154,43,1,109,6,5,16,11,16,50,45,88,22,10,1,1,1,1,1,5
880,0,11,322,39,259,68,55,16,43,83,15,0,78,8,4,13,21,9,45,36,51,28,5,0,1,0,1,1,3
882,0,10,379,49,268,53,27,3,7,97,24,4,124,1,4,8,5,15,75,25,52,20,4,0,1,1,1,1,4
888,0,19,573,24,326,85,41,8,12,117,33,5,125,5,7,8,13,18,57,37,72,31,11,0,0,0,1,0,1
889,0,18,745,32,119,29,23,6,10,30,4,1,42,1,5,17,6,6,17,26,16,20,3,1,1,0,0,1,3
890,1,0,40,51,47,13,7,0,0,11,2,0,25,0,0,0,1,2,14,3,12,5,0,1,0,0,1,1,3
892,0,18,730,25,59,24,10,4,5,20,4,0,14,2,0,2,0,2,15,15,17,8,0,1,0,0,0,1,2
893,0,3,532,47,245,37,16,1,1,50,22,3,146,2,4,4,3,18,54,19,56,18,1,0,0,0,1,0,1
896,0,13,283,30,185,57,35,11,26,56,12,0,55,5,3,14,15,6,32,28,40,20,10,1,1,1,1,0,4
901,1,1,738,45,49,20,9,4,7,10,6,0,19,1,1,1,4,7,9,12,15,10,0,1,1,0,0,1,3
902,0,3,185,28,136,25,10,3,3,35,20,2,67,1,3,6,3,7,13,12,29,14,2,0,1,1,0,1,3
905,0,10,520,45,41,5,2,3,1,4,9,0,27,0,1,1,1,3,9,3,11,5,0,1,1,0,1,1,4
906,1,13,592,25,147,27,15,3,7,45,9,1,70,1,0,5,4,9,40,10,32,15,1,1,0,0,0,1,2
907,1,10,517,44,74,16,6,0,3,20,8,1,29,2,5,6,2,7,17,11,25,11,0,1,1,0,0,1,3
909,0,7,245,28,60,27,13,1,1,7,12,0,27,0,0,3,1,4,9,10,24,6,0,0,0,1,1,0,2
911,0,13,62,51,53,6,8,2,5,16,5,0,22,1,3,3,8,4,13,6,6,6,3,1,1,0,0,1,3
912,0,18,546,27,132,32,20,11,13,35,11,0,53,1,4,8,12,4,21,27,28,14,1,1,0,1,1,0,3
914,0,5,476,50,26,5,1,0,1,4,4,0,13,0,2,2,0,5,4,3,11,1,0,1,1,1,0,1,4
915,0,4,785,27,317,86,46,5,9,95,24,1,134,6,3,12,12,8,64,43,74,31,8,1,1,1,0,0,3
916,1,18,170,22,35,6,2,2,2,11,4,0,18,0,0,0,2,3,11,2,7,4,0,1,1,1,0,1,4
917,0,17,519,40,103,7,7,1,6,40,2,2,54,1,3,2,7,4,28,6,5,11,0,1,0,1,0,1,3
918,0,13,125,25,217,38,22,9,24,61,14,1,108,5,1,12,11,14,46,21,51,15,0,0,1,1,1,1,4
920,1,18,772,20,110,34,32,6,20,42,4,0,33,7,1,2,5,6,27,19,15,10,1,0,1,0,1,1,3
924,1,16,370,18,32,4,0,0,0,2,5,0,12,1,1,14,0,5,3,1,16,1,0,1,1,1,1,1,5
926,0,14,444,23,120,34,25,14,27,57,6,0,21,5,0,3,11,3,24,20,19,4,0,1,1,1,1,1,5
928,0,17,403,44,49,14,5,1,3,9,6,1,27,1,3,1,2,4,8,10,13,12,2,1,1,1,1,1,5
933,0,4,207,61,174,38,25,6,15,63,9,2,68,4,4,7,19,8,36,27,21,15,5,0,1,0,0,1,2
935,0,13,278,24,142,27,13,1,4,48,13,2,68,0,0,3,3,7,31,14,28,5,0,1,1,1,1,1,5
937,1,19,413,38,108,35,17,5,11,40,6,0,32,2,1,4,4,5,21,15,32,8,1,1,1,1,1,1,5
941,1,10,566,48,79,18,11,4,13,22,0,0,31,2,1,3,5,9,17,6,20,10,3,0,1,1,0,1,3
