user_id,discrimination,difficulty,gender,occupation,zip_code,age
912,0.9240679,0.5529415,0,18,546,27
914,1.072122,0.6817317,0,5,476,50
915,0.933962,0.62372524,0,4,785,27
916,1.0171319,0.6920656,1,18,170,22
917,0.8956825,0.5382606,0,17,519,40
918,0.7376621,0.48770335,0,13,125,25
920,0.8589902,0.64521074,1,18,772,20
921,1.1683193,0.6065979,1,0,193,29
922,1.1655662,0.60333735,0,18,779,21
923,1.2003065,0.59702843,0,13,111,29
924,0.97994095,0.6275767,1,16,370,18
926,0.94017076,0.5558186,0,14,444,23
927,1.1142945,0.50457036,0,18,435,21
928,1.0203781,0.6917755,0,17,403,44
931,1.5242884,0.55525863,0,3,59,58
932,1.5839281,0.57054335,0,18,362,28
933,0.9116688,0.6763463,0,4,207,61
935,0.8401324,0.5086859,0,13,278,24
936,1.1797514,0.67464215,0,3,757,48
937,0.9383508,0.5584214,1,19,413,38
938,1.4107068,0.57643807,1,18,282,26
939,1.3752879,0.68478507,0,0,31,32
941,0.85309863,0.65124804,1,10,566,48
942,1.5357118,0.61677593,0,18,561,22
