user_id,gender,occupation,zip_code,age,total_rated,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,exists_in_merged_user_data,files_present_in
373,0,6,576,36,274,85,46,5,14,71,33,1,97,6,5,14,5,12,40,39,86,14,2,False,0.0
375,1,13,89,28,30,2,1,0,0,8,2,0,15,0,0,1,2,2,13,1,8,1,0,False,0.0
377,0,18,35,35,375,89,53,15,37,117,22,2,170,5,2,18,27,11,79,38,66,27,7,True,4.0
378,0,14,761,44,196,52,32,2,15,72,11,3,72,1,2,16,5,8,33,30,32,20,6,False,0.0
379,0,4,422,32,162,34,20,4,11,41,6,1,78,1,4,11,8,9,28,26,28,26,4,True,4.0
380,0,1,703,33,127,17,15,10,20,27,8,2,63,0,5,4,14,11,33,10,24,11,1,False,0.0
382,0,0,538,42,71,3,1,0,2,14,4,0,46,0,6,2,2,9,16,3,13,8,2,True,5.0
383,0,14,344,52,22,9,2,1,2,3,3,0,9,0,1,1,2,5,5,4,10,3,0,True,5.0
384,0,20,88,36,281,44,27,9,12,88,26,8,123,2,10,17,18,14,48,27,41,24,4,False,0.0
386,0,5,300,33,304,73,41,21,21,83,32,5,116,2,3,29,16,9,38,43,57,32,5,False,0.0
387,0,13,294,31,52,14,5,2,3,8,6,0,20,0,1,11,1,6,5,5,22,3,0,True,2.0
388,1,20,599,44,271,32,19,13,24,120,18,2,102,6,9,11,28,14,62,19,37,21,3,True,4.0
389,1,20,612,42,31,4,3,2,3,5,4,0,19,0,1,0,3,3,8,2,8,4,0,False,0.0
390,0,18,611,23,121,26,13,1,3,23,14,1,66,0,1,4,5,9,21,11,26,17,7,True,3.0
391,0,20,455,52,111,20,12,5,4,28,11,3,57,0,3,2,6,9,22,11,19,11,2,False,0.0
392,0,18,598,19,448,124,73,22,56,191,24,2,135,11,3,13,22,15,76,52,84,22,10,True,4.0
393,0,0,734,25,149,73,42,3,13,51,10,0,30,4,1,15,6,1,21,44,38,10,3,True,3.0
394,0,13,333,43,57,21,15,3,6,17,4,0,23,3,1,2,3,2,13,10,11,7,1,False,0.0
395,0,4,699,57,54,25,10,1,2,6,3,0,17,1,1,2,0,6,6,5,32,4,1,True,3.0
396,0,18,230,17,102,26,10,3,10,24,16,0,47,1,4,5,7,12,15,15,28,11,2,True,3.0
397,0,13,458,40,172,33,27,8,14,73,13,0,63,2,3,5,12,12,39,19,23,18,7,False,0.0
398,0,13,668,25,319,97,60,18,41,86,27,5,103,5,2,20,21,10,43,42,68,23,6,False,0.0
400,1,7,606,46,153,27,18,7,13,51,10,1,64,1,3,1,10,14,43,9,26,21,4,True,2.0
401,0,4,719,30,68,17,10,3,4,22,6,2,29,0,0,1,1,5,13,11,14,10,1,False,0.0
402,0,13,66,37,50,18,10,2,3,18,3,0,15,1,0,4,0,2,10,10,14,6,0,False,0.0
403,1,14,418,29,44,12,1,0,3,14,6,0,17,1,1,3,1,6,7,3,17,6,0,False,0.0
404,1,7,93,22,737,122,73,30,77,222,41,16,309,12,12,60,24,21,110,54,99,39,21,True,1.0
405,0,3,680,52,342,53,36,15,17,103,25,8,151,4,7,28,27,13,60,36,47,36,7,True,4.0
406,0,4,41,29,226,62,37,13,18,91,15,0,69,3,6,24,16,11,39,34,38,20,7,True,2.0
408,0,0,765,48,203,32,19,4,4,54,9,3,101,0,5,5,9,16,38,17,36,25,4,True,4.0
410,0,3,343,34,58,27,17,2,4,19,4,0,20,0,2,1,4,3,13,13,10,6,2,True,1.0
412,0,3,567,55,50,14,6,0,0,9,7,0,29,0,1,1,1,7,14,10,12,9,0,True,4.0
413,0,14,305,24,25,5,0,0,0,3,4,0,11,0,1,3,0,3,3,5,13,1,0,True,4.0
415,1,18,670,20,493,109,61,18,48,158,40,2,212,8,3,23,27,20,111,32,101,32,10,False,0.0
416,1,13,361,27,365,107,55,19,28,127,29,2,106,6,5,36,20,14,64,61,79,26,8,True,4.0
420,1,14,415,38,62,18,9,0,1,9,13,0,20,1,5,10,0,6,10,12,24,6,0,False,0.0
421,0,5,698,26,97,25,11,1,3,18,14,0,35,1,2,30,0,9,9,19,27,7,1,False,0.0
424,0,18,453,19,204,111,42,2,4,30,25,1,54,0,3,28,6,11,25,46,73,20,6,False,0.0
425,0,3,7,55,101,8,10,4,5,26,9,0,37,0,10,5,12,11,16,6,22,15,4,False,0.0
426,0,2,618,51,31,7,3,1,2,6,3,0,13,0,1,2,3,5,6,1,9,2,0,False,0.0
427,0,18,439,28,55,11,3,1,5,16,8,0,22,1,2,3,3,7,10,2,17,6,0,False,0.0
428,0,18,242,27,414,99,57,14,32,132,29,3,167,9,6,28,24,18,72,41,73,32,11,True,3.0
429,0,17,764,38,65,17,8,2,1,11,12,0,32,0,2,6,0,3,11,13,15,10,0,True,5.0
431,0,5,380,22,62,17,11,1,2,24,6,0,22,1,0,2,0,2,12,11,15,4,0,True,1.0
432,0,1,104,27,41,11,6,1,2,6,7,0,18,0,2,1,1,4,7,4,15,7,1,True,4.0
434,0,4,457,24,379,113,66,19,30,128,29,2,104,8,3,43,16,14,48,66,90,29,6,True,3.0
435,1,0,149,30,145,25,7,3,6,50,15,0,65,3,1,11,7,3,30,12,34,4,4,False,0.0
436,1,13,172,27,263,37,23,15,29,82,15,1,117,4,6,16,25,8,65,22,45,18,5,True,3.0
440,0,19,411,50,20,6,2,2,3,7,1,0,6,0,0,1,1,2,2,2,5,1,0,False,0.0
442,0,16,281,35,24,9,2,0,0,4,5,1,7,0,0,2,0,4,4,7,9,4,0,True,3.0
443,1,9,396,51,24,12,2,0,0,2,2,0,13,0,0,1,0,2,10,4,10,5,0,False,0.0
444,0,20,672,21,135,38,13,2,2,32,25,2,53,0,2,7,2,10,13,15,47,8,2,True,2.0
446,0,0,420,30,139,43,21,2,4,42,16,1,48,1,5,9,4,5,30,24,42,18,2,True,4.0
447,0,5,94,23,38,1,2,0,1,9,5,4,22,0,1,2,1,6,3,3,6,3,0,True,3.0
448,0,10,412,23,75,9,2,2,1,18,9,2,41,1,0,1,1,2,14,3,17,4,0,True,4.0
449,1,3,112,35,540,92,64,15,50,186,34,2,237,7,13,19,31,26,119,41,88,41,13,True,5.0
450,0,18,366,16,98,17,7,1,8,26,10,3,38,1,2,5,3,11,17,5,29,6,0,False,0.0
451,0,0,235,35,206,46,28,12,22,64,10,1,88,2,3,6,13,10,43,21,33,26,6,True,3.0
452,0,18,54,18,156,48,24,1,7,58,16,1,59,1,0,8,8,1,24,18,35,13,3,False,0.0
453,0,13,747,57,236,49,32,9,17,55,18,1,110,2,7,2,17,18,60,22,50,25,8,True,4.0
454,0,0,600,48,189,57,29,3,10,39,15,0,99,2,2,10,5,9,44,29,45,19,2,True,5.0
455,0,19,268,24,217,48,20,8,10,60,21,2,95,2,3,13,13,12,40,22,41,16,4,True,4.0
456,1,16,253,33,277,72,41,6,17,87,15,1,116,4,3,14,13,6,55,43,49,25,5,False,0.0
457,0,19,794,47,183,29,11,9,9,39,18,4,98,1,4,5,9,11,28,15,37,18,4,True,1.0
458,0,18,241,22,118,42,20,6,13,39,7,0,35,3,0,2,6,8,24,20,39,13,0,True,2.0
459,1,13,479,44,68,9,4,1,3,13,11,2,44,0,1,2,1,6,15,5,12,5,0,True,3.0
461,1,18,37,19,33,9,4,0,3,7,4,0,16,0,0,3,1,3,6,3,13,4,0,False,0.0
462,1,7,540,48,133,21,15,5,17,50,8,1,59,2,1,2,7,3,35,9,17,9,0,False,0.0
463,0,20,701,60,53,17,5,0,1,14,12,0,15,0,2,2,2,8,9,10,24,8,1,True,2.0
464,0,13,46,32,80,12,9,7,11,21,6,2,37,1,2,0,6,6,14,12,14,13,1,False,0.0
465,0,18,643,22,101,58,19,1,2,16,17,0,34,1,3,7,1,12,19,15,38,11,2,True,3.0
466,0,4,648,29,44,11,8,2,1,12,10,1,20,0,1,1,0,3,5,10,9,3,0,True,1.0
467,0,4,34,28,143,26,18,4,10,43,14,0,81,2,2,1,8,6,27,17,23,16,3,False,0.0
468,0,3,572,60,43,5,5,0,0,10,4,0,19,0,4,0,3,6,11,2,7,8,1,True,4.0
471,0,18,625,24,263,101,63,17,37,79,15,0,60,9,0,21,21,7,38,56,64,16,6,False,0.0
473,0,6,686,51,327,54,34,3,16,83,24,1,166,4,12,11,16,21,66,30,61,35,8,False,0.0
474,0,14,541,30,20,3,1,0,2,9,5,0,11,0,1,0,0,3,7,2,4,2,0,True,2.0
475,0,18,471,28,83,19,6,0,2,69,4,0,14,2,0,4,5,1,21,4,8,5,4,False,0.0
477,0,13,93,29,113,21,6,3,5,48,9,2,41,1,1,5,3,4,22,9,24,5,1,True,1.0
478,0,3,436,30,202,75,45,9,15,53,9,2,66,2,2,10,8,8,40,38,51,29,6,True,4.0
479,0,15,766,57,60,12,5,2,1,12,7,0,28,0,4,5,5,5,12,10,14,5,3,True,4.0
480,0,15,302,73,56,12,7,1,3,26,1,0,19,0,1,0,1,6,18,4,11,8,1,False,0.0
481,1,18,313,18,26,11,2,0,1,10,2,0,9,0,0,2,1,2,7,4,9,3,0,True,5.0
482,0,17,327,29,59,24,16,6,7,11,1,0,23,0,0,1,5,1,15,19,7,10,1,False,0.0
483,0,18,196,27,139,68,42,6,15,43,8,0,40,6,2,4,7,2,30,33,29,15,6,True,5.0
485,0,3,679,39,189,33,16,3,4,49,21,3,92,0,3,3,5,10,33,17,49,13,0,False,0.0
486,0,4,666,22,231,84,36,12,18,65,21,1,84,3,1,5,10,8,46,32,63,18,5,False,0.0
487,0,19,191,48,154,44,25,3,10,35,9,0,71,0,2,6,9,9,33,20,35,24,4,True,3.0
488,0,13,344,55,109,28,11,2,12,27,12,1,38,3,2,10,4,14,14,11,32,6,0,False,0.0
489,1,1,793,29,57,12,11,4,6,16,7,2,25,0,1,1,4,3,8,10,9,4,0,True,3.0
491,0,3,705,57,55,5,3,0,0,11,5,0,39,0,2,1,2,4,12,2,6,12,1,False,0.0
492,0,4,462,22,135,55,23,4,7,37,13,2,46,2,1,6,6,7,15,31,38,17,1,False,0.0
493,1,0,371,38,47,13,7,1,1,10,4,0,24,0,0,1,2,4,7,7,12,8,0,True,2.0
494,0,4,38,29,213,71,46,11,28,65,15,0,56,3,3,28,19,6,32,40,41,18,5,False,0.0
495,1,18,439,21,129,32,24,8,21,28,6,0,52,2,2,9,15,7,22,25,30,12,2,False,0.0
496,0,18,377,20,279,107,52,18,29,107,21,1,55,6,3,22,13,9,45,52,61,14,10,True,5.0
497,0,20,435,26,149,29,14,1,4,32,16,2,70,3,9,8,3,8,24,24,37,14,3,False,0.0
498,0,14,535,42,102,21,15,2,5,27,12,0,47,0,3,3,5,8,17,10,18,19,3,False,0.0
499,0,0,695,28,225,41,27,1,12,78,11,0,108,5,2,10,5,6,65,29,40,16,1,False,0.0
500,0,18,96,22,73,20,9,0,1,24,14,0,29,1,0,4,1,5,10,7,19,3,2,False,0.0
501,0,18,214,22,37,14,5,0,5,12,2,0,4,1,0,6,0,6,3,6,16,3,0,False,0.0
502,1,20,230,50,160,30,14,2,6,44,14,0,86,2,5,6,6,8,51,10,29,18,3,False,0.0
503,1,20,665,40,251,42,23,8,29,78,15,3,104,7,0,24,19,7,39,24,51,17,4,False,0.0
504,1,13,177,27,112,44,25,10,22,26,7,0,45,3,0,3,9,3,26,19,26,16,6,True,2.0
505,0,14,43,46,242,77,42,8,26,78,20,1,70,6,9,7,11,19,50,32,60,16,9,True,1.0
506,1,20,236,18,58,30,13,1,3,11,4,0,13,1,2,5,3,7,9,12,28,7,0,False,0.0
507,0,11,163,27,87,25,16,2,5,33,1,1,28,1,0,9,9,1,12,21,12,15,2,True,5.0
508,0,0,90,23,33,13,5,0,1,7,5,0,9,1,1,3,3,5,7,6,12,8,0,True,3.0
510,0,18,199,22,24,6,3,0,0,4,2,0,8,0,1,4,0,4,3,5,10,1,0,False,0.0
513,0,14,179,27,194,43,23,8,9,78,12,1,83,2,2,7,8,11,47,25,29,23,6,False,0.0
514,0,11,372,53,40,8,2,1,4,9,4,0,18,0,1,4,3,6,5,2,14,5,0,False,0.0
515,1,10,94,53,21,5,3,1,0,5,3,0,12,0,0,0,1,2,4,5,1,7,0,False,0.0
516,0,18,448,24,37,15,9,2,3,12,2,0,8,2,1,0,1,3,13,6,10,2,0,True,5.0
518,0,13,428,22,49,11,3,0,4,7,8,0,20,1,1,4,1,7,9,2,15,1,0,False,0.0
520,0,18,27,19,150,68,37,7,9,47,15,1,37,3,1,6,4,7,23,34,46,15,4,True,2.0
523,0,3,29,56,306,58,40,5,15,88,26,3,130,4,9,12,17,19,63,31,60,32,7,False,0.0
524,1,0,165,27,54,15,8,2,3,14,6,0,22,2,0,3,2,4,9,7,15,2,0,False,0.0
525,0,11,737,30,68,19,5,2,2,14,12,1,32,0,1,4,0,7,13,12,27,7,0,False,0.0
526,0,10,115,33,137,24,11,3,5,29,11,1,78,2,3,7,7,11,26,15,26,19,4,False,0.0
527,0,18,414,18,53,15,9,2,3,17,4,0,15,1,2,1,2,3,12,11,14,4,1,False,0.0
528,1,0,339,47,43,10,2,0,0,8,5,0,15,0,0,4,1,8,8,6,19,5,0,False,0.0
529,0,4,688,29,45,8,4,0,0,11,4,0,22,0,0,2,2,4,19,7,10,6,1,False,0.0
531,0,18,675,20,274,81,45,13,24,82,25,1,95,3,1,12,14,11,40,32,62,17,10,True,1.0
532,0,10,33,43,260,65,36,8,15,83,14,3,112,5,6,4,11,14,59,31,61,30,4,False,0.0
533,0,18,50,20,80,21,12,3,5,29,5,0,23,1,1,3,1,5,8,8,29,5,0,True,5.0
534,1,3,588,45,218,25,18,2,9,62,13,3,127,2,7,2,8,9,46,16,31,24,3,True,4.0
535,0,4,259,38,163,51,41,13,27,42,2,0,62,4,1,8,14,5,38,28,24,25,6,False,0.0
536,0,4,207,36,490,77,44,11,24,130,38,5,251,5,14,24,20,25,89,43,84,39,10,False,0.0
537,0,17,190,31,81,28,14,1,1,21,9,0,41,1,2,3,2,2,17,14,19,14,1,False,0.0
540,1,18,608,19,133,30,36,20,43,52,4,1,34,4,1,2,17,4,23,19,11,10,1,False,0.0
541,0,18,474,21,135,21,11,12,15,71,12,1,50,3,1,3,14,2,19,15,14,12,3,True,5.0
542,0,17,718,33,197,57,27,6,8,52,17,0,83,1,5,6,5,10,41,22,48,20,3,False,0.0
544,0,19,78,27,162,81,50,12,19,47,8,0,34,3,1,15,13,3,25,36,33,20,8,True,3.0
545,0,6,211,36,59,22,9,0,2,6,5,0,18,1,0,21,0,3,6,17,21,6,0,True,2.0
547,0,20,724,51,155,50,21,1,4,21,22,0,67,1,5,10,1,13,20,24,67,13,1,False,0.0
548,0,17,348,42,25,12,8,1,3,6,3,0,8,2,0,1,0,1,6,6,7,4,0,True,4.0
549,1,18,723,16,40,15,12,4,8,12,1,0,9,1,0,2,3,3,12,8,8,4,0,False,0.0
550,0,14,439,25,334,103,40,4,8,86,33,0,128,4,4,21,12,18,57,41,96,27,9,False,0.0
552,0,3,492,58,100,12,11,2,7,26,8,0,48,1,5,2,5,10,20,7,17,16,5,True,4.0
553,0,17,492,32,114,31,22,7,12,35,6,0,48,4,1,1,9,6,31,17,32,11,0,True,5.0
554,1,3,217,29,52,19,9,1,0,20,5,0,15,0,3,1,2,4,9,10,19,7,0,False,0.0
556,1,20,105,30,53,13,5,0,2,9,8,0,28,1,1,4,1,5,9,9,14,5,0,False,0.0
558,0,6,95,69,76,22,9,0,4,28,8,1,33,0,0,0,0,6,9,4,15,14,3,False,0.0
559,0,18,88,32,101,26,15,2,4,31,7,2,39,3,5,5,2,4,17,21,22,11,1,True,4.0
560,0,4,456,23,357,75,39,14,24,101,28,7,155,3,10,21,23,16,64,40,66,37,9,False,0.0
563,0,15,702,65,34,22,12,0,0,3,3,0,13,1,1,0,1,3,3,7,17,4,0,False,0.0
564,0,18,442,40,35,3,0,0,0,11,0,0,27,0,0,0,0,1,10,2,1,4,0,True,5.0
565,0,18,128,20,149,40,21,3,9,45,12,2,66,3,2,4,9,6,31,17,27,20,4,True,3.0
566,0,5,88,24,155,26,14,1,3,33,18,4,72,1,11,4,4,15,26,24,36,21,4,True,1.0
567,0,3,14,39,81,8,5,0,2,21,10,1,41,1,5,2,5,9,17,4,12,8,2,True,5.0
568,0,3,656,34,70,18,10,2,4,18,4,0,30,0,1,1,1,7,14,8,20,4,0,False,0.0
569,0,3,128,26,22,6,2,0,1,3,2,0,11,0,1,1,1,3,4,3,7,6,0,True,5.0
570,0,1,16,34,20,3,2,1,0,6,1,1,10,0,2,0,0,3,3,1,2,2,0,False,0.0
572,0,15,369,68,51,8,4,0,1,11,3,0,28,1,2,2,1,4,11,7,11,11,1,False,0.0
573,0,3,395,56,46,4,2,0,0,8,7,1,32,0,2,1,2,6,6,3,15,3,0,False,0.0
576,1,18,562,36,188,53,35,8,25,64,12,1,64,4,3,13,7,6,38,22,42,16,3,True,4.0
578,0,3,361,32,74,15,9,3,1,43,4,0,23,0,1,3,4,4,22,10,11,8,1,True,2.0
579,0,18,152,16,47,22,11,1,2,12,3,0,12,0,0,3,1,1,7,13,16,7,0,False,0.0
585,0,18,580,20,166,83,34,2,2,38,20,0,47,4,0,20,3,6,25,27,52,15,5,False,0.0
586,0,13,125,26,98,25,9,1,9,26,8,0,37,2,2,9,3,15,16,11,33,7,0,True,5.0
587,1,18,678,18,225,53,40,15,30,82,10,1,95,5,0,11,20,5,58,25,32,15,4,False,0.0
590,1,10,661,57,84,9,5,0,2,48,6,2,37,1,0,0,1,3,25,3,7,6,1,True,4.0
591,0,18,752,18,360,75,36,12,20,100,36,8,162,6,7,17,11,24,58,33,83,22,4,True,5.0
592,1,3,518,31,156,31,15,3,8,54,6,0,73,1,0,4,5,4,55,9,29,16,5,False,0.0
594,0,14,269,25,96,15,10,2,4,34,10,1,40,3,0,2,1,2,18,11,21,5,1,False,0.0
597,1,11,323,40,25,10,0,1,4,5,1,0,11,1,1,2,1,3,4,4,9,3,0,True,4.0
600,1,1,775,19,148,37,29,6,23,41,9,1,59,5,1,14,13,6,19,27,24,12,1,True,4.0
604,0,4,285,33,90,23,12,2,2,17,8,0,49,0,1,1,2,7,20,6,28,15,0,True,1.0
605,0,14,496,28,236,69,36,15,25,70,24,2,83,3,1,15,19,7,40,34,51,23,4,True,5.0
606,1,7,28,49,37,6,4,0,0,8,3,1,24,0,0,0,1,1,9,3,3,8,1,False,0.0
607,0,13,88,22,163,19,6,2,7,39,11,0,103,1,4,5,5,8,43,5,31,15,2,True,1.0
609,0,18,198,22,75,16,8,3,8,15,5,0,35,2,3,3,7,3,21,11,23,8,3,False,0.0
614,0,3,232,38,103,10,4,0,2,29,7,4,66,2,1,2,4,4,26,5,11,12,2,True,1.0
615,0,17,383,55,43,14,2,0,0,6,7,0,21,0,3,4,2,8,5,4,22,4,0,False,0.0
616,1,20,103,27,108,20,7,0,2,18,10,2,31,2,6,46,1,3,12,14,24,4,1,False,0.0
617,1,18,338,15,216,51,28,14,25,55,15,0,108,2,2,9,17,7,53,19,42,20,4,False,0.0
618,0,18,337,17,89,72,23,0,0,7,19,0,23,0,1,6,0,8,13,17,45,12,1,True,1.0
619,1,20,596,18,110,24,28,22,44,31,1,0,25,6,0,17,13,3,14,18,24,4,0,False,0.0
620,0,18,470,17,171,72,31,13,28,74,10,0,32,5,1,9,14,5,24,28,32,13,1,False,0.0
621,0,14,129,25,228,77,45,17,21,74,16,0,65,5,2,8,18,9,41,44,44,17,0,False,0.0
622,1,3,466,50,45,14,6,0,0,19,4,0,12,0,2,4,3,4,17,10,8,6,1,True,3.0
623,0,18,257,19,141,35,13,4,4,47,14,0,63,1,1,4,3,10,28,16,36,12,0,False,0.0
624,0,14,180,27,106,34,19,4,6,39,4,0,39,1,2,3,7,10,27,18,25,16,1,False,0.0
625,0,17,167,23,32,8,3,0,1,4,4,0,13,0,1,3,1,6,7,4,14,2,0,False,0.0
626,0,4,76,24,181,78,36,0,1,22,20,0,96,1,2,6,3,4,32,29,44,25,9,False,0.0
628,1,13,339,46,121,31,12,0,3,25,18,0,66,1,0,4,2,8,24,11,30,13,1,True,4.0
631,0,18,448,18,118,41,22,7,12,32,9,0,47,1,0,6,13,3,28,16,29,13,6,True,3.0
632,0,14,439,35,58,29,13,1,3,7,2,0,22,1,1,4,3,6,10,11,27,8,2,False,0.0
633,0,4,788,39,135,23,9,5,7,42,13,2,63,1,2,2,3,6,21,10,33,9,2,True,4.0
634,0,13,218,22,34,8,4,1,1,9,3,0,12,0,1,2,0,6,11,1,15,1,0,True,5.0
636,0,13,534,30,104,26,13,3,6,28,9,1,49,1,0,0,2,7,25,9,26,10,1,False,0.0
637,0,4,15,45,67,49,26,0,0,16,7,0,13,1,1,3,1,1,9,21,16,12,2,False,0.0
638,1,10,114,42,148,10,8,0,2,45,4,2,94,1,2,0,4,7,56,4,15,12,4,True,4.0
639,0,18,489,20,109,40,18,2,3,45,13,0,32,0,3,2,4,3,22,13,29,5,0,False,0.0
640,0,18,478,24,40,1,2,2,2,7,2,0,22,1,3,0,2,3,5,5,7,4,1,False,0.0
641,1,18,725,18,318,65,60,26,76,141,10,0,90,13,2,13,26,5,54,29,35,17,7,False,0.0
642,0,17,423,39,206,60,26,14,13,74,23,2,61,3,4,15,14,8,36,22,51,16,4,True,4.0
643,0,15,504,51,42,18,5,0,5,10,6,0,13,1,1,1,1,5,11,7,15,4,0,False,0.0
644,0,14,398,27,122,22,8,0,2,34,13,2,59,2,6,10,5,5,22,19,20,16,4,False,0.0
646,0,3,349,40,58,27,14,3,4,17,4,0,18,1,0,0,4,3,15,7,15,4,3,False,0.0
647,0,4,652,43,297,98,56,10,25,114,14,0,67,5,2,35,11,11,42,50,58,26,6,True,4.0
649,0,4,602,42,311,89,58,12,28,87,19,2,102,5,9,25,25,12,47,53,59,33,9,True,2.0
651,0,13,211,35,22,8,1,1,2,5,1,0,6,0,0,2,1,3,5,2,11,3,0,False,0.0
652,0,6,415,31,283,88,42,2,15,90,23,2,103,5,5,17,7,14,38,44,66,27,7,False,0.0
653,1,18,574,27,147,40,20,12,11,51,10,0,53,2,1,1,7,5,37,16,40,7,1,True,5.0
654,1,7,481,50,685,86,36,2,11,167,56,20,410,3,12,19,18,34,123,41,126,42,4,False,0.0
658,0,3,406,31,191,41,23,0,2,57,11,0,86,1,8,11,12,12,46,26,37,22,5,False,0.0
659,0,18,556,26,224,91,51,13,26,78,14,1,56,6,2,17,16,9,31,51,47,16,5,False,0.0
660,0,14,762,28,121,32,18,9,11,30,1,1,49,1,2,8,7,3,26,22,27,14,1,True,5.0
662,0,13,162,26,158,36,13,4,6,38,17,0,72,1,2,8,4,11,26,14,48,14,0,False,0.0
663,0,4,691,30,166,35,20,6,6,50,16,0,79,0,10,2,8,16,32,19,37,15,3,True,5.0
664,0,0,437,25,142,38,15,8,11,45,13,0,55,3,1,6,11,5,33,20,27,16,2,False,0.0
665,0,0,490,44,245,47,28,4,5,73,23,4,103,1,10,9,8,18,41,30,60,28,7,False,0.0
667,1,20,91,29,46,15,14,3,3,13,6,0,16,0,1,3,4,6,7,8,14,4,1,True,1.0
668,0,13,172,37,100,26,16,4,3,26,12,0,49,0,3,2,1,8,19,18,26,18,1,False,0.0
669,0,19,193,30,46,12,5,1,4,10,2,0,17,0,3,0,4,8,8,7,13,8,1,False,0.0
670,0,14,657,21,124,77,31,0,0,15,17,0,31,1,3,11,1,6,21,22,51,10,5,True,4.0
671,1,0,635,54,29,5,2,0,1,16,1,0,10,0,0,0,0,1,11,4,2,3,0,True,2.0
673,1,18,429,13,41,18,11,1,5,14,1,0,12,0,0,1,1,1,8,6,14,4,0,True,2.0
674,0,13,240,34,34,2,1,0,0,7,1,0,28,0,0,0,0,2,4,2,3,4,0,True,2.0
675,0,14,277,30,77,27,13,5,7,27,4,0,26,1,1,3,4,4,14,10,22,14,0,False,0.0
676,0,13,777,20,49,11,8,4,6,15,4,0,18,0,0,4,2,3,8,6,12,4,0,True,4.0
677,0,3,487,50,28,9,5,1,1,4,3,0,18,0,0,0,0,1,9,5,7,3,0,False,0.0
678,1,18,407,20,62,14,10,5,10,24,3,0,22,1,1,2,6,4,17,9,9,10,2,True,5.0
680,1,11,739,44,22,2,2,1,5,4,0,0,11,0,0,2,2,2,4,2,5,3,0,True,5.0
681,0,14,425,23,399,124,53,10,21,136,37,4,137,5,6,20,16,14,61,42,89,29,10,True,5.0
682,0,10,220,42,75,16,7,1,5,12,15,0,42,2,2,4,3,10,12,6,26,8,0,True,4.0
685,0,3,224,32,71,17,7,4,4,14,11,2,36,0,3,3,6,5,10,9,15,14,2,True,5.0
688,0,13,346,25,36,19,9,2,3,9,1,0,9,0,0,0,1,3,7,12,13,5,0,False,0.0
689,0,16,503,35,115,23,9,3,5,66,10,0,28,1,2,4,5,2,24,6,25,6,5,False,0.0
690,0,3,461,34,32,5,4,1,5,10,2,0,15,0,0,2,0,2,7,2,6,4,0,True,5.0
691,0,4,154,34,40,5,1,1,1,29,4,0,12,1,0,1,0,1,8,3,3,2,0,True,5.0
692,1,7,615,43,154,48,21,2,5,16,14,2,81,2,5,5,8,9,19,20,46,19,2,True,3.0
693,0,14,56,60,157,34,24,2,8,36,8,2,68,3,6,6,13,8,32,23,26,25,8,True,3.0
696,0,13,552,25,105,37,10,5,6,24,10,1,37,1,1,7,3,9,19,14,38,9,0,False,0.0
697,1,14,67,28,127,32,18,5,10,40,7,0,46,1,5,2,9,13,38,19,27,17,2,True,2.0
698,0,13,733,44,149,34,23,7,20,36,13,0,56,4,0,5,6,14,28,17,44,9,0,True,3.0
702,0,3,373,26,47,14,7,3,4,17,4,0,18,0,0,2,2,2,8,8,12,5,0,True,5.0
703,1,10,647,51,90,12,10,1,3,27,5,0,47,0,6,2,4,8,20,8,13,12,3,False,0.0
705,0,18,448,23,29,9,7,1,1,6,4,0,11,0,0,2,0,2,4,4,12,5,0,False,0.0
706,1,10,160,56,236,10,9,2,6,80,11,6,145,0,5,4,10,13,59,3,18,17,1,False,0.0
707,1,8,732,26,105,25,16,5,10,41,5,1,38,0,1,0,10,3,28,7,18,9,0,False,0.0
708,0,13,786,21,138,72,29,1,2,26,17,0,40,2,2,23,4,2,22,27,38,11,5,False,0.0
709,0,18,658,19,86,22,9,7,9,11,15,0,40,0,5,4,8,9,15,11,21,9,1,True,4.0
710,1,18,132,22,221,34,24,14,20,75,5,1,108,3,2,8,16,3,67,19,18,20,4,False,0.0
711,1,18,410,22,162,27,32,15,43,77,1,0,53,6,0,1,15,1,45,16,7,8,8,True,4.0
714,0,19,649,21,167,65,28,7,6,56,17,0,47,1,1,9,6,3,32,33,44,16,5,False,0.0
715,1,0,340,36,269,54,40,13,26,86,13,1,101,4,7,9,25,15,58,25,38,33,8,True,4.0
716,0,19,605,24,93,32,13,1,0,16,12,0,40,1,2,3,1,11,17,14,29,8,0,False,0.0
719,1,0,141,49,30,1,1,0,1,10,2,0,19,0,1,0,1,3,9,1,5,2,0,True,4.0
720,1,5,107,24,168,40,22,2,11,46,12,1,85,2,2,5,4,13,37,21,31,18,3,True,1.0
721,1,8,148,50,42,11,5,0,1,12,5,0,13,0,1,2,0,7,6,2,16,3,0,True,4.0
722,0,6,697,26,22,6,4,3,1,7,0,0,10,0,1,0,1,2,5,5,4,3,0,False,0.0
723,0,6,312,31,85,17,8,2,5,20,9,0,34,1,2,6,4,8,17,5,25,7,0,True,5.0
724,0,18,655,21,25,8,2,0,0,7,1,0,9,0,0,1,0,3,7,4,11,4,0,False,0.0
726,0,18,575,25,322,132,66,17,23,104,25,0,82,8,1,26,15,11,59,55,69,25,12,False,0.0
